Post_ID,Platform,Content_Type,Category,Likes,Comments,Shares,Views,Saves,Engagement_Rate,Viral_Score,Viral_Level,Is_High_Viral
POST_04750,TikTok,Video,Fashion,17266,96,3606,402010,562,6.43,35.738786279683374,Low,False
POST_02705,TikTok,Duet,Sports,44037,892,2319,480270,572,23.76,40.93007915567282,Low,False
POST_00195,Twitter,Poll,Health,3769,151,879,89406,437,1.83,64.97484909456742,High,True
POST_03467,Facebook,Video,Lifestyle,725,378,774,79671,332,0.57,57.42886178861788,Moderate,False
POST_01815,Instagram,Photo,Food,9604,430,267,25262,49,27.21,60.07014809041309,Moderate,False
POST_00888,Instagram,Carousel,Food,8417,153,179,26011,391,3.04,51.32307092751363,Moderate,False
POST_03768,Twitter,Poll,Fitness,2400,18,1452,9515,27,0.88,35.70925553319919,Low,False
POST_03548,Facebook,Post,Food,6585,120,325,68170,206,1.75,37.294207317073166,Low,False
POST_03751,TikTok,Video,Food,44647,1386,4739,87624,372,10.39,60.08575197889182,Moderate,False
POST_00222,Facebook,Video,Fitness,5780,145,85,57983,414,4.71,36.9359756097561,Low,False
POST_04982,Instagram,Photo,Gaming,5386,200,298,47996,452,1.91,64.57131722525331,High,True
POST_03962,Twitter,Retweet,Technology,3521,126,527,38345,321,1.96,48.75503018108652,Low,False
POST_00051,YouTube,Live,Technology,8730,466,387,283187,3255,2.93,43.45511482254697,Low,False
POST_03100,Twitter,Poll,Lifestyle,1141,177,1773,63323,79,6.24,49.08953722334004,Low,False
POST_04551,YouTube,Short,Travel,18083,277,467,804959,3792,4.96,52.85490605427974,Moderate,False
POST_03866,Twitter,Poll,Travel,912,290,1498,18355,107,0.57,51.267605633802816,Moderate,False
POST_01064,Twitter,Retweet,Technology,2983,177,324,53509,368,20.66,49.09708249496982,Low,False
POST_03547,Instagram,Reel,Health,1469,108,63,12328,830,0.36,41.24123148869836,Low,False
POST_00775,TikTok,Duet,Fitness,22312,1255,2281,390939,2689,5.29,62.77374670184697,Moderate,False
POST_04106,LinkedIn,Poll,Fashion,1305,127,350,10458,48,0.63,51.27490039840637,Moderate,False
POST_04442,TikTok,Stitch,Food,42262,1465,4681,118742,2521,95.68,84.78891820580475,Very High,True
POST_01050,Instagram,Story,Business,8062,258,212,7577,860,1.82,74.54988308651598,High,True
POST_04111,Facebook,Post,Technology,7901,312,813,3748,480,4.66,76.54217479674796,High,True
POST_03516,YouTube,Short,Health,13388,681,990,942967,2031,305.46,53.34029227557411,Moderate,False
POST_04981,YouTube,Live,Gaming,19219,610,1448,135229,4737,18.56,82.91231732776619,Very High,True
POST_02326,YouTube,Community Post,Travel,7134,579,38,736588,384,3.24,18.037578288100207,Low,False
POST_02471,Instagram,Story,Fitness,8053,16,69,24990,338,30.02,31.551052221356198,Low,False
POST_01661,Facebook,Live,Lifestyle,3403,123,92,10232,580,4.19,39.40548780487805,Low,False
POST_00882,LinkedIn,Document,Health,1236,5,179,22027,179,0.5,42.14641434262948,Low,False
POST_02952,LinkedIn,Post,Food,1764,1,3,16069,229,0.62,39.611553784860554,Low,False
POST_00538,Instagram,Carousel,Health,4100,405,147,21162,830,1.11,64.80319563522994,High,True
POST_02464,Facebook,Live,Sports,7327,247,357,59370,233,4.84,45.289634146341456,Low,False
POST_00955,Twitter,Thread,Business,746,238,982,10840,221,1.49,46.41096579476861,Low,False
POST_00157,LinkedIn,Post,Business,487,125,26,11445,104,0.2,30.72709163346613,Low,False
POST_03058,Instagram,Story,Entertainment,4013,203,92,45515,668,2.09,46.6348402182385,Low,False
POST_00406,TikTok,Video,Education,20645,1876,3648,211422,507,16.99,50.14841688654354,Moderate,False
POST_04913,Facebook,Live,Travel,4463,275,762,71892,46,1.28,47.72103658536586,Low,False
POST_00586,Instagram,Photo,Health,1544,161,295,36056,861,93.02,71.34255650818395,High,True
POST_04542,Facebook,Live,Entertainment,7058,66,854,18043,787,5.08,79.61890243902438,Very High,True
POST_04480,Facebook,Post,Gaming,2780,382,650,73812,771,0.95,76.01880081300811,High,True
POST_04603,YouTube,Short,Travel,16201,371,1054,884003,4873,12.08,70.88726513569937,High,True
POST_01446,Instagram,Photo,Gaming,3154,264,88,27047,274,1.06,32.692907248636004,Low,False
POST_02153,LinkedIn,Document,Lifestyle,361,70,39,1620,112,0.61,26.200199203187246,Low,False
POST_04335,Twitter,Retweet,Education,264,39,732,5734,76,0.5,20.364688128772634,Low,False
POST_03861,TikTok,Duet,Technology,7104,1016,3210,104524,615,264.78,37.14709762532982,Low,False
POST_03463,Facebook,Video,Business,2605,289,288,56998,749,2.29,59.22002032520325,Moderate,False
POST_04110,Facebook,Post,Health,2847,133,11,28275,760,0.94,43.8770325203252,Low,False
POST_04170,Instagram,Reel,Technology,2622,438,158,2627,877,4.42,66.34840218238503,High,True
POST_00679,YouTube,Video,Education,6659,103,1932,628901,31,5.09,40.72546972860125,Low,False
POST_03416,Facebook,Story,Gaming,4495,226,615,47231,492,1.25,60.302337398373986,Moderate,False
POST_02351,Facebook,Post,Health,4316,68,419,47694,754,5.65,58.33333333333333,Moderate,False
POST_04523,TikTok,Stitch,Health,33864,1921,1455,419809,2595,9.3,63.469656992084424,Moderate,False
POST_03274,Facebook,Live,Health,5849,339,974,70307,542,1.98,81.8826219512195,Very High,True
POST_02825,Twitter,Retweet,Fashion,2412,51,1298,77907,50,1.81,36.398390342052316,Low,False
POST_00728,TikTok,Stitch,Education,41035,1375,2820,41719,2439,59.69,69.49538258575198,High,True
POST_02508,Twitter,Poll,Business,2462,115,837,96211,406,0.99,56.21730382293762,Moderate,False
POST_03760,TikTok,Video,Sports,6931,13,3467,207192,2630,2.18,56.2631926121372,Moderate,False
POST_03965,Instagram,Photo,Fashion,6773,210,237,4142,779,9.27,71.18277474668744,High,True
POST_04451,Twitter,Tweet,Entertainment,3391,129,998,7844,174,36.72,45.671529175050296,Low,False
POST_01932,Facebook,Live,Gaming,3132,335,80,14866,324,0.94,34.58079268292683,Low,False
POST_04827,LinkedIn,Poll,Lifestyle,1120,94,53,28326,282,1.2,54.437250996015926,Moderate,False
POST_00403,Facebook,Video,Sports,4650,389,420,11202,794,1.22,72.79471544715447,High,True
POST_02493,TikTok,Duet,Sports,20850,1993,1143,122828,1019,9.64,40.145118733509236,Low,False
POST_01867,Instagram,Story,Fashion,8577,67,256,41343,562,3.01,64.24006235385814,High,True
POST_03880,Instagram,Photo,Education,6310,140,297,46080,110,1.45,52.48246297739673,Moderate,False
POST_00340,Instagram,Story,Gaming,4958,331,134,47546,491,2.11,50.30007794232267,Moderate,False
POST_02585,Facebook,Post,Technology,6732,248,507,7889,247,10.04,49.86026422764227,Low,False
POST_00838,Twitter,Tweet,Health,826,42,893,7820,325,0.84,42.18561368209255,Low,False
POST_01417,Instagram,Story,Travel,6042,55,35,15840,598,12.04,35.8398285268901,Low,False
POST_01017,Instagram,Photo,Education,1749,416,17,30213,145,1.19,22.084957131722526,Low,False
POST_03056,YouTube,Video,Gaming,12591,21,270,21180,2795,3.25,33.73695198329854,Low,False
POST_02923,TikTok,Duet,Fitness,42659,321,1281,117661,2277,10.42,49.142480211081796,Low,False
POST_04358,Facebook,Live,Travel,7371,223,359,61252,317,96.74,48.353658536585364,Low,False
POST_01053,YouTube,Short,Business,11800,420,314,580779,4928,2.59,55.407098121085596,Moderate,False
POST_01918,Facebook,Post,Lifestyle,6083,241,480,46111,157,2.72,43.93038617886179,Low,False
POST_01535,Twitter,Poll,Lifestyle,1853,292,1450,61482,255,1.15,63.30231388329979,Moderate,False
POST_00460,Instagram,Photo,Travel,7451,145,197,18405,564,19.52,58.33787996882307,Moderate,False
POST_02454,Twitter,Poll,Lifestyle,127,69,1972,65577,148,1.98,48.33249496981891,Low,False
POST_03298,Instagram,Story,Technology,7309,187,206,43870,716,4.12,65.28643803585346,High,True
POST_03891,TikTok,Duet,Health,44045,1364,699,127194,797,12.64,35.4221635883905,Low,False
POST_04649,TikTok,Stitch,Education,42738,573,2300,205357,2588,40.37,61.93601583113456,Moderate,False
POST_03308,Instagram,Reel,Lifestyle,5360,361,69,2362,788,1.27,54.639516757599374,Moderate,False
POST_03137,LinkedIn,Post,Entertainment,384,52,213,8732,95,0.17,33.87450199203187,Low,False
POST_00122,TikTok,Video,Gaming,32599,1697,3085,204867,956,8.3,53.65435356200528,Moderate,False
POST_00793,Facebook,Story,Sports,5777,262,490,72227,12,13.29,37.88363821138211,Low,False
POST_03919,LinkedIn,Article,Technology,772,127,300,21560,103,0.29,51.1105577689243,Moderate,False
POST_04263,Twitter,Poll,Sports,4992,275,1781,47205,333,1.6,82.72132796780683,Very High,True
POST_02884,Instagram,Photo,Health,5180,460,219,17205,677,3.32,70.74629773967264,High,True
POST_04611,Twitter,Poll,Fashion,3631,84,1925,8075,367,2.37,74.6076458752515,High,True
POST_02644,Facebook,Post,Education,4417,344,995,67350,617,1.38,83.48069105691056,Very High,True
POST_03177,LinkedIn,Article,Entertainment,1596,22,111,10042,37,1.8,25.796812749003983,Low,False
POST_01678,Twitter,Poll,Technology,309,292,487,80845,238,0.62,40.31187122736418,Low,False
POST_03217,Instagram,Reel,Gaming,782,285,278,32809,522,0.31,59.90257209664848,Moderate,False
POST_04242,Twitter,Poll,Fashion,1518,107,784,53929,462,5.99,56.1871227364185,Moderate,False
POST_00374,LinkedIn,Poll,Business,1091,35,76,11683,293,0.5,51.28486055776893,Moderate,False
POST_02250,Instagram,Story,Gaming,8250,105,296,42174,913,4.13,81.94076383476228,Very High,True
POST_03017,LinkedIn,Document,Lifestyle,1374,45,175,27290,201,0.98,49.43725099601593,Low,False
POST_02506,Instagram,Reel,Lifestyle,8897,278,224,8199,638,2.77,70.37412314886984,High,True
POST_03692,Facebook,Video,Technology,6403,229,699,63394,584,4.23,71.24745934959348,High,True
POST_01401,Instagram,Story,Gaming,7504,454,89,44849,28,2.33,36.60366328916602,Low,False
POST_03803,TikTok,Video,Sports,38293,1879,3817,22021,214,28.12,53.79947229551452,Moderate,False
POST_03351,Instagram,Carousel,Education,6673,75,21,19524,959,5.52,48.19173811379579,Low,False
POST_00582,YouTube,Community Post,Business,502,760,1202,3631,2206,0.75,49.493736951983294,Low,False
POST_03885,TikTok,Video,Travel,15059,111,3368,442474,2941,30.28,62.84300791556727,Moderate,False
POST_02772,Twitter,Tweet,Fitness,2879,53,269,82122,197,1.57,29.57746478873239,Low,False
POST_04252,Instagram,Story,Health,2030,279,29,23930,822,1.42,43.437256430241625,Low,False
POST_01628,Facebook,Video,Technology,5382,125,878,63199,619,16.9,73.19867886178861,High,True
POST_00558,Instagram,Photo,Sports,6034,468,296,44331,372,5.73,70.22018706157444,High,True
POST_03598,Facebook,Live,Education,3503,177,828,12913,85,3.51,45.708841463414636,Low,False
POST_04546,TikTok,Video,Lifestyle,17560,242,1850,197711,723,12.64,26.56992084432718,Low,False
POST_00121,TikTok,Duet,Food,27009,1237,838,15360,994,11.48,33.71701846965699,Low,False
POST_01623,Facebook,Video,Technology,7340,239,291,31796,394,25.88,50.726626016260155,Moderate,False
POST_00251,Twitter,Poll,Fitness,552,153,1130,26474,492,1.33,63.63933601609657,Moderate,False
POST_01499,Twitter,Poll,Food,1582,90,909,23568,308,0.71,46.44617706237424,Low,False
POST_02897,Facebook,Post,Education,459,285,945,5956,400,0.54,62.57621951219512,Moderate,False
POST_03710,YouTube,Live,Health,7395,16,1896,680864,2808,3.61,58.72651356993737,Moderate,False
POST_02526,Twitter,Thread,Education,2934,97,110,78818,147,7.12,25.779678068410462,Low,False
POST_00993,Twitter,Poll,Sports,3720,73,356,69206,153,1.28,31.770623742454728,Low,False
POST_00927,Twitter,Poll,Business,4893,17,16,10290,216,1.51,30.090543259557347,Low,False
POST_01921,LinkedIn,Article,Entertainment,493,17,180,21203,274,0.38,49.53685258964143,Low,False
POST_02957,LinkedIn,Post,Fashion,1993,4,119,8714,237,3.89,50.58764940239045,Moderate,False
POST_04117,YouTube,Community Post,Education,7179,784,1695,764008,1942,8.19,61.18997912317327,Moderate,False
POST_02064,Facebook,Story,Travel,7801,276,860,67353,167,1.87,62.46951219512196,Moderate,False
POST_01835,TikTok,Duet,Lifestyle,15801,1563,2709,386422,871,9.66,43.97757255936675,Low,False
POST_03070,LinkedIn,Document,Technology,139,115,451,26025,49,3.03,49.721115537848604,Low,False
POST_01267,Twitter,Thread,Food,3623,37,851,87437,410,11.6,56.104124748490946,Moderate,False
POST_03874,TikTok,Video,Entertainment,19097,1725,1589,22060,994,112.27,40.12532981530343,Low,False
POST_00516,Instagram,Photo,Business,5663,51,257,23987,695,80.81,63.897116134060795,Moderate,False
POST_02157,Instagram,Reel,Sports,2423,329,239,14812,625,2.4,63.404130943102096,Moderate,False
POST_01428,YouTube,Community Post,Fashion,4868,24,224,321762,4603,2.84,40.24008350730689,Low,False
POST_03627,Instagram,Story,Health,4028,256,151,31813,199,27.77,38.60872954014029,Low,False
POST_00054,TikTok,Stitch,Travel,6587,1310,4788,429326,1522,8.95,61.93271767810026,Moderate,False
POST_04062,Instagram,Story,Food,8509,16,74,38379,883,2.13,52.461028838659395,Moderate,False
POST_00552,TikTok,Video,Travel,42411,1942,4522,475328,1775,231.03,78.93139841688654,Very High,True
POST_01026,Facebook,Live,Fashion,7084,318,240,60862,770,2.14,67.64481707317073,High,True
POST_03356,Instagram,Story,Fitness,9505,294,288,36015,404,2.08,70.32930631332813,High,True
POST_04382,Instagram,Carousel,Sports,2504,55,176,4308,270,1.26,34.980514419329694,Low,False
POST_01766,Twitter,Retweet,Sports,4050,131,153,14105,213,3.76,36.021126760563384,Low,False
POST_03852,Instagram,Carousel,Travel,1833,459,68,28110,567,1.07,44.4173811379579,Low,False
POST_01504,Twitter,Tweet,Technology,2475,276,1253,12447,199,1.35,56.99698189134808,Moderate,False
POST_00347,Facebook,Video,Entertainment,2090,305,560,46015,161,1.31,41.77845528455285,Low,False
POST_03851,Twitter,Retweet,Travel,3338,207,349,4901,290,8.64,46.74547283702213,Low,False
POST_03890,Twitter,Tweet,Travel,1560,72,346,31558,420,2.47,43.511066398390334,Low,False
POST_03077,YouTube,Community Post,Sports,14425,169,1064,584667,1572,3.68,44.5250521920668,Low,False
POST_01412,Instagram,Story,Food,708,220,48,12622,829,4.75,41.915432579890876,Low,False
POST_03789,Instagram,Story,Education,2455,232,253,16158,882,0.73,70.9489477786438,High,True
POST_03151,Facebook,Video,Entertainment,5998,398,399,65938,82,1.85,43.52134146341463,Low,False
POST_02393,Twitter,Poll,Fashion,2433,160,491,30655,229,0.72,40.503018108651915,Low,False
POST_01642,TikTok,Video,Gaming,27981,1971,2549,116513,1480,14.42,57.36807387862797,Moderate,False
POST_01047,Instagram,Reel,Sports,6149,451,182,13512,478,7.19,60.28643803585347,Moderate,False
POST_04132,Instagram,Story,Business,5743,70,81,15235,941,1.93,53.408028059236166,Moderate,False
POST_00799,LinkedIn,Post,Entertainment,1115,31,237,3555,152,0.35,45.946215139442224,Low,False
POST_02878,Instagram,Story,Lifestyle,543,451,213,49129,163,0.55,44.79345284489477,Low,False
POST_04093,Facebook,Video,Fitness,7110,200,280,1995,791,1.66,65.45223577235772,High,True
POST_02665,Facebook,Video,Health,6435,163,66,31062,430,2.7,38.98882113821138,Low,False
POST_00759,TikTok,Video,Lifestyle,33547,212,3732,148092,1179,33.0,50.99274406332452,Moderate,False
POST_00753,Facebook,Story,Business,7933,251,244,44181,211,3.1,42.228150406504064,Low,False
POST_02544,Facebook,Post,Gaming,3793,33,601,45388,510,7.44,51.946138211382106,Moderate,False
POST_00127,TikTok,Duet,Education,25202,1675,1158,62803,2929,37.8,61.784300791556724,Moderate,False
POST_02176,TikTok,Stitch,Business,10767,737,1175,421675,547,103.6,21.121372031662272,Low,False
POST_02108,YouTube,Community Post,Fitness,18190,655,1033,31579,260,51.71,44.70250521920668,Low,False
POST_04822,Twitter,Poll,Gaming,4563,282,297,73939,207,1.11,46.70774647887323,Low,False
POST_03923,TikTok,Stitch,Education,41949,188,1999,77721,2560,10.56,56.57981530343007,Moderate,False
POST_04053,TikTok,Video,Health,30687,632,3844,343655,347,8.04,43.443271767810025,Low,False
POST_01448,TikTok,Video,Food,10786,1162,1314,315360,515,3.44,25.0,Low,False
POST_01027,TikTok,Video,Sports,36253,1970,1985,37556,2477,19.49,66.61609498680738,High,True
POST_00295,Instagram,Carousel,Education,3369,277,112,4409,857,1.58,56.767342166796574,Moderate,False
POST_00540,Instagram,Carousel,Travel,9918,276,215,40903,278,2.29,57.78838659392049,Moderate,False
POST_00075,LinkedIn,Article,Sports,741,80,42,2025,259,0.59,46.78286852589641,Low,False
POST_00185,Twitter,Tweet,Business,1223,41,780,45732,12,0.81,19.52213279678068,Low,False
POST_04045,Twitter,Retweet,Entertainment,1853,294,96,25783,208,0.53,36.00855130784708,Low,False
POST_04993,Twitter,Tweet,Sports,4562,120,1743,66546,253,5.47,67.24849094567405,High,True
POST_03252,Instagram,Story,Travel,6503,53,285,35353,805,30.95,72.58768511301636,High,True
POST_02900,Instagram,Carousel,Gaming,2914,126,36,34285,604,2.81,33.749025720966486,Low,False
POST_02918,TikTok,Video,Sports,3637,294,741,480521,999,2.08,19.063324538258573,Low,False
POST_02402,Instagram,Photo,Education,5312,350,43,34942,594,1.15,44.76032735775526,Low,False
POST_04201,TikTok,Video,Education,40867,75,2312,383936,1117,23.4,40.84102902374669,Low,False
POST_03518,Twitter,Thread,Gaming,3095,67,1088,92016,291,4.0,51.85865191146881,Moderate,False
POST_02908,Instagram,Story,Food,1362,494,63,45033,789,0.51,51.07950116913484,Moderate,False
POST_02946,Instagram,Carousel,Gaming,8889,366,155,43526,983,2.03,77.32657833203429,Very High,True
POST_02268,LinkedIn,Post,Fashion,218,3,240,14113,236,0.11,44.73605577689243,Low,False
POST_02480,TikTok,Stitch,Gaming,11037,1507,3013,478354,830,5.1,43.63786279683377,Low,False
POST_01983,Facebook,Post,Entertainment,7568,167,613,31112,31,11.13,43.396849593495936,Low,False
POST_00138,LinkedIn,Post,Travel,547,53,366,17424,23,1.22,36.678286852589636,Low,False
POST_04967,YouTube,Short,Fitness,17169,638,1619,940035,1506,4.28,62.18684759916492,Moderate,False
POST_01082,Instagram,Photo,Entertainment,5253,19,135,9169,642,27.21,46.69329696024941,Low,False
POST_04801,Instagram,Reel,Sports,9305,473,180,47220,968,2.6,82.97349961028839,Very High,True
POST_01996,LinkedIn,Post,Business,1983,49,165,3633,158,0.62,49.49701195219124,Low,False
POST_02184,Twitter,Thread,Travel,476,224,558,22500,8,0.45,23.00301810865191,Low,False
POST_01953,Facebook,Live,Gaming,6579,318,232,33978,698,2.67,63.55436991869918,Moderate,False
POST_01986,Instagram,Story,Travel,7788,269,189,22066,829,2.85,70.72096648480124,High,True
POST_01592,YouTube,Live,Fashion,472,560,1755,619531,550,0.94,44.2536534446764,Low,False
POST_03938,Instagram,Story,Lifestyle,3166,294,206,22734,849,0.83,67.26812159002338,High,True
POST_00891,LinkedIn,Poll,Entertainment,1475,147,103,7440,155,0.65,50.60258964143426,Moderate,False
POST_00815,TikTok,Video,Fashion,23604,429,3699,454657,811,323.52,43.89182058047493,Low,False
POST_00833,Instagram,Reel,Food,1130,101,199,8314,156,0.72,33.06508183943881,Low,False
POST_04923,Facebook,Live,Lifestyle,3357,236,972,22425,457,1.09,68.98628048780488,High,True
POST_04709,TikTok,Stitch,Food,15271,1254,2194,352938,2824,5.25,61.47757255936674,Moderate,False
